"""relig"",""polviews"",""year"",""At_NonAt"",""Wing"""
Catholic,Liberal,2008,Religious,Left
Catholic,Slightly Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Jewish,Moderate,2008,Religious,Other
Jewish,Slightly Liberal,2008,Religious,Left
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
None,Liberal,2008,Non_religious,Left
Protestant,Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Extrmly Conservative,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Catholic,Slightly Liberal,2008,Religious,Left
None,Slightly Liberal,2008,Non_religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Catholic,Extremely Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Catholic,Slightly Liberal,2008,Religious,Left
None,Liberal,2008,Non_religious,Left
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Extrmly Conservative,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
Catholic,Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Protestant,Moderate,2008,Religious,Other
Other,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
None,Slightly Conservative,2008,Non_religious,Other
None,Conservative,2008,Non_religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Moslem/Islam,Liberal,2008,Religious,Left
Moslem/Islam,Slightly Liberal,2008,Religious,Left
Catholic,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
None,Moderate,2008,Non_religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
None,Conservative,2008,Non_religious,Other
None,Liberal,2008,Non_religious,Left
Protestant,Conservative,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
Protestant,Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Christian,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Extrmly Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Christian,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Slightly Conservative,2008,Non_religious,Other
Christian,Moderate,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Protestant,Extremely Liberal,2008,Religious,Left
Catholic,Slightly Liberal,2008,Religious,Left
None,Moderate,2008,Non_religious,Other
Catholic,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Extrmly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
Jewish,Extremely Liberal,2008,Religious,Left
None,Extrmly Conservative,2008,Non_religious,Other
Jewish,Moderate,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
None,Liberal,2008,Non_religious,Left
Catholic,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
Orthodox-Christian,Slightly Liberal,2008,Religious,Left
Catholic,Conservative,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
Catholic,Slightly Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
None,Liberal,2008,Non_religious,Left
None,Conservative,2008,Non_religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Hinduism,Slightly Conservative,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Buddhism,Slightly Liberal,2008,Religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Protestant,Extrmly Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Protestant,Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Slightly Conservative,2008,Non_religious,Other
Catholic,Moderate,2008,Religious,Other
Moslem/Islam,Moderate,2008,Religious,Other
None,Extrmly Conservative,2008,Non_religious,Other
Protestant,Extremely Liberal,2008,Religious,Left
Protestant,Liberal,2008,Religious,Left
Protestant,Extremely Liberal,2008,Religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Jewish,Liberal,2008,Religious,Left
Jewish,Moderate,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Protestant,Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Orthodox-Christian,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
None,Liberal,2008,Non_religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
None,Extrmly Conservative,2008,Non_religious,Other
Jewish,Slightly Conservative,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Catholic,Liberal,2008,Religious,Left
None,Liberal,2008,Non_religious,Left
Jewish,Moderate,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Jewish,Liberal,2008,Religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Moslem/Islam,Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Catholic,Slightly Conservative,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Moslem/Islam,Slightly Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Christian,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Extremely Liberal,2008,Non_religious,Left
Protestant,Moderate,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Catholic,Conservative,2008,Religious,Other
Jewish,Liberal,2008,Religious,Left
Moslem/Islam,Moderate,2008,Religious,Other
Protestant,Extrmly Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
None,Liberal,2008,Non_religious,Left
None,Liberal,2008,Non_religious,Left
Protestant,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Buddhism,Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Conservative,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Protestant,Conservative,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
None,Conservative,2008,Non_religious,Other
None,Slightly Liberal,2008,Non_religious,Left
None,Slightly Liberal,2008,Non_religious,Left
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Protestant,Conservative,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
None,Moderate,2008,Non_religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Catholic,Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
None,Liberal,2008,Non_religious,Left
Catholic,Slightly Liberal,2008,Religious,Left
Protestant,Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
None,Extremely Liberal,2008,Non_religious,Left
Protestant,Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Extrmly Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
None,Liberal,2008,Non_religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Buddhism,Liberal,2008,Religious,Left
Christian,Extrmly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
None,Extrmly Conservative,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Christian,Moderate,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Catholic,Conservative,2008,Religious,Other
Catholic,Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Christian,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Conservative,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Slightly Conservative,2008,Religious,Other
Christian,Slightly Liberal,2008,Religious,Left
Catholic,Slightly Liberal,2008,Religious,Left
Jewish,Moderate,2008,Religious,Other
Christian,Moderate,2008,Religious,Other
Catholic,Conservative,2008,Religious,Other
Jewish,Moderate,2008,Religious,Other
Jewish,Slightly Conservative,2008,Religious,Other
Jewish,Liberal,2008,Religious,Left
None,Liberal,2008,Non_religious,Left
Catholic,Liberal,2008,Religious,Left
Protestant,Conservative,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Buddhism,Slightly Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
None,Liberal,2008,Non_religious,Left
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Extremely Liberal,2008,Religious,Left
None,Moderate,2008,Non_religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Liberal,2008,Religious,Left
Hinduism,Liberal,2008,Religious,Left
Protestant,Extrmly Conservative,2008,Religious,Other
None,Extremely Liberal,2008,Non_religious,Left
None,Liberal,2008,Non_religious,Left
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Conservative,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Christian,Conservative,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Other,Conservative,2008,Religious,Other
None,Slightly Conservative,2008,Non_religious,Other
Catholic,Liberal,2008,Religious,Left
None,Moderate,2008,Non_religious,Other
None,Liberal,2008,Non_religious,Left
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Liberal,2008,Religious,Left
Protestant,Conservative,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Protestant,Conservative,2008,Religious,Other
Orthodox-Christian,Moderate,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
None,Moderate,2008,Non_religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Conservative,2008,Religious,Other
Other,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Extrmly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
None,Liberal,2008,Non_religious,Left
Protestant,Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Jewish,Liberal,2008,Religious,Left
None,Moderate,2008,Non_religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Slightly Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Catholic,Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Extremely Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
None,Extremely Liberal,2008,Non_religious,Left
None,Slightly Conservative,2008,Non_religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Jewish,Liberal,2008,Religious,Left
None,Slightly Liberal,2008,Non_religious,Left
Catholic,Liberal,2008,Religious,Left
Protestant,Liberal,2008,Religious,Left
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Slightly Conservative,2008,Non_religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Slightly Liberal,2008,Religious,Left
None,Slightly Liberal,2008,Non_religious,Left
None,Liberal,2008,Non_religious,Left
Protestant,Slightly Liberal,2008,Religious,Left
None,Moderate,2008,Non_religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Slightly Conservative,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
None,Moderate,2008,Non_religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Christian,Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
None,Liberal,2008,Non_religious,Left
None,Extremely Liberal,2008,Non_religious,Left
None,Slightly Liberal,2008,Non_religious,Left
None,Moderate,2008,Non_religious,Other
Protestant,Conservative,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Extremely Liberal,2008,Religious,Left
Protestant,Slightly Liberal,2008,Religious,Left
None,Moderate,2008,Non_religious,Other
None,Liberal,2008,Non_religious,Left
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Liberal,2008,Religious,Left
Catholic,Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Catholic,Moderate,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Christian,Slightly Conservative,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Catholic,Slightly Liberal,2008,Religious,Left
None,Liberal,2008,Non_religious,Left
Protestant,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Inter-Nondenominational,Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Catholic,Liberal,2008,Religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Protestant,Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Protestant,Extremely Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
Jewish,Slightly Conservative,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
None,Liberal,2008,Non_religious,Left
Catholic,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Christian,Moderate,2008,Religious,Other
Catholic,Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Liberal,2008,Non_religious,Left
Protestant,Moderate,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Catholic,Slightly Conservative,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Catholic,Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
None,Conservative,2008,Non_religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
Protestant,Liberal,2008,Religious,Left
Protestant,Liberal,2008,Religious,Left
Catholic,Slightly Conservative,2008,Religious,Other
Catholic,Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Extrmly Conservative,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Catholic,Extrmly Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Conservative,2008,Religious,Other
None,Slightly Conservative,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Protestant,Extrmly Conservative,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Conservative,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Protestant,Extremely Liberal,2008,Religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Extremely Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Protestant,Liberal,2008,Religious,Left
Jewish,Liberal,2008,Religious,Left
None,Liberal,2008,Non_religious,Left
Protestant,Moderate,2008,Religious,Other
None,Slightly Conservative,2008,Non_religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Catholic,Slightly Liberal,2008,Religious,Left
Hinduism,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
Protestant,Liberal,2008,Religious,Left
Protestant,Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
None,Extrmly Conservative,2008,Non_religious,Other
Protestant,Conservative,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Protestant,Liberal,2008,Religious,Left
Catholic,Slightly Conservative,2008,Religious,Other
None,Liberal,2008,Non_religious,Left
Catholic,Extrmly Conservative,2008,Religious,Other
None,Conservative,2008,Non_religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
None,Extrmly Conservative,2008,Non_religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Jewish,Liberal,2008,Religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Liberal,2008,Religious,Left
Catholic,Conservative,2008,Religious,Other
Protestant,Extremely Liberal,2008,Religious,Left
None,Slightly Conservative,2008,Non_religious,Other
Protestant,Conservative,2008,Religious,Other
None,Extrmly Conservative,2008,Non_religious,Other
Catholic,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
None,Moderate,2008,Non_religious,Other
Protestant,Conservative,2008,Religious,Other
Jewish,Moderate,2008,Religious,Other
Catholic,Conservative,2008,Religious,Other
None,Liberal,2008,Non_religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
Protestant,Extremely Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Jewish,Moderate,2008,Religious,Other
Protestant,Moderate,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
None,Liberal,2008,Non_religious,Left
None,Extremely Liberal,2008,Non_religious,Left
None,Moderate,2008,Non_religious,Other
None,Slightly Liberal,2008,Non_religious,Left
Catholic,Moderate,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Protestant,Extremely Liberal,2008,Religious,Left
Catholic,Slightly Conservative,2008,Religious,Other
Catholic,Moderate,2008,Religious,Other
Christian,Slightly Liberal,2008,Religious,Left
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Catholic,Slightly Conservative,2008,Religious,Other
Protestant,Extrmly Conservative,2008,Religious,Other
Protestant,Conservative,2008,Religious,Other
Catholic,Slightly Conservative,2008,Religious,Other
Protestant,Slightly Conservative,2008,Religious,Other
Protestant,Liberal,2008,Religious,Left
Protestant,Moderate,2008,Religious,Other
Catholic,Slightly Liberal,2008,Religious,Left
Catholic,Moderate,2008,Religious,Other
Catholic,Liberal,2008,Religious,Left
Protestant,Conservative,2008,Religious,Other
None,Slightly Liberal,2008,Non_religious,Left
