"","relig","polviews","year","At_NonAt","Wing"
"33556","Catholic","Moderate",2000,"Religious","Other"
"33557","Catholic","Slightly Conservative",2000,"Religious","Other"
"33558","Protestant","Conservative",2000,"Religious","Other"
"33559","Protestant","Moderate",2000,"Religious","Other"
"33560","Protestant","Extrmly Conservative",2000,"Religious","Other"
"33561","Protestant","Conservative",2000,"Religious","Other"
"33562","Catholic","Conservative",2000,"Religious","Other"
"33563","Protestant","Conservative",2000,"Religious","Other"
"33564","Protestant","Slightly Conservative",2000,"Religious","Other"
"33565","Catholic","Slightly Conservative",2000,"Religious","Other"
"33566","Protestant","Conservative",2000,"Religious","Other"
"33567","Protestant","Slightly Conservative",2000,"Religious","Other"
"33568","Protestant","Moderate",2000,"Religious","Other"
"33569","Protestant","Slightly Conservative",2000,"Religious","Other"
"33570","None","Extremely Liberal",2000,"Non_religious","Liberal"
"33571","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33572","None","Moderate",2000,"Non_religious","Other"
"33573","Catholic","Extrmly Conservative",2000,"Religious","Other"
"33574","Catholic","Moderate",2000,"Religious","Other"
"33575","Catholic","Liberal",2000,"Religious","Liberal"
"33576","Catholic","Conservative",2000,"Religious","Other"
"33577","Protestant","Moderate",2000,"Religious","Other"
"33578","Catholic","Moderate",2000,"Religious","Other"
"33579","Jewish","Slightly Conservative",2000,"Religious","Other"
"33580","Protestant","Moderate",2000,"Religious","Other"
"33581","Protestant","Slightly Conservative",2000,"Religious","Other"
"33582","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33583","Catholic","Liberal",2000,"Religious","Liberal"
"33584","Catholic","Moderate",2000,"Religious","Other"
"33585","Catholic","Moderate",2000,"Religious","Other"
"33586","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33587","Catholic","Moderate",2000,"Religious","Other"
"33588","Catholic","Moderate",2000,"Religious","Other"
"33589","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33590","Catholic","Slightly Conservative",2000,"Religious","Other"
"33591","Catholic","Moderate",2000,"Religious","Other"
"33592","Protestant","Moderate",2000,"Religious","Other"
"33593","Catholic","Slightly Conservative",2000,"Religious","Other"
"33594","None","Liberal",2000,"Non_religious","Liberal"
"33595","Protestant","Moderate",2000,"Religious","Other"
"33596","Catholic","Liberal",2000,"Religious","Liberal"
"33597","Protestant","Conservative",2000,"Religious","Other"
"33598","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33599","Catholic","Moderate",2000,"Religious","Other"
"33600","Protestant","Slightly Conservative",2000,"Religious","Other"
"33601","Protestant","Slightly Conservative",2000,"Religious","Other"
"33602","Protestant","Slightly Conservative",2000,"Religious","Other"
"33603","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33604","Catholic","Moderate",2000,"Religious","Other"
"33605","Catholic","Moderate",2000,"Religious","Other"
"33606","Christian","Slightly Liberal",2000,"Religious","Liberal"
"33607","Catholic","Moderate",2000,"Religious","Other"
"33608","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33609","Catholic","Slightly Conservative",2000,"Religious","Other"
"33610","Catholic","Conservative",2000,"Religious","Other"
"33611","Protestant","Moderate",2000,"Religious","Other"
"33612","Protestant","Slightly Conservative",2000,"Religious","Other"
"33613","Catholic","Moderate",2000,"Religious","Other"
"33614","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33615","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33616","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33617","Catholic","Conservative",2000,"Religious","Other"
"33618","Moslem/Islam","Liberal",2000,"Religious","Liberal"
"33619","Catholic","Conservative",2000,"Religious","Other"
"33620","Catholic","Conservative",2000,"Religious","Other"
"33621","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33622","Protestant","Liberal",2000,"Religious","Liberal"
"33623","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33624","Other","Extremely Liberal",2000,"Religious","Liberal"
"33625","Protestant","Conservative",2000,"Religious","Other"
"33626","None","Liberal",2000,"Non_religious","Liberal"
"33627","Protestant","Moderate",2000,"Religious","Other"
"33628","Protestant","Slightly Conservative",2000,"Religious","Other"
"33629","Catholic","Extremely Liberal",2000,"Religious","Liberal"
"33630","None","Slightly Liberal",2000,"Non_religious","Liberal"
"33631","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33632","Catholic","Moderate",2000,"Religious","Other"
"33633","Protestant","Extrmly Conservative",2000,"Religious","Other"
"33634","None","Liberal",2000,"Non_religious","Liberal"
"33635","None","Extremely Liberal",2000,"Non_religious","Liberal"
"33636","Other","Slightly Conservative",2000,"Religious","Other"
"33637","Catholic","Liberal",2000,"Religious","Liberal"
"33638","None","Slightly Liberal",2000,"Non_religious","Liberal"
"33639","None","Slightly Conservative",2000,"Non_religious","Other"
"33640","Other","Slightly Liberal",2000,"Religious","Liberal"
"33641","Catholic","Conservative",2000,"Religious","Other"
"33642","Protestant","Moderate",2000,"Religious","Other"
"33643","Protestant","Moderate",2000,"Religious","Other"
"33644","Protestant","Conservative",2000,"Religious","Other"
"33645","Protestant","Liberal",2000,"Religious","Liberal"
"33646","Protestant","Moderate",2000,"Religious","Other"
"33647","Protestant","Liberal",2000,"Religious","Liberal"
"33648","None","Moderate",2000,"Non_religious","Other"
"33649","Protestant","Moderate",2000,"Religious","Other"
"33650","Protestant","Moderate",2000,"Religious","Other"
"33651","None","Slightly Liberal",2000,"Non_religious","Liberal"
"33652","Protestant","Slightly Conservative",2000,"Religious","Other"
"33653","Catholic","Moderate",2000,"Religious","Other"
"33654","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33655","Christian","Slightly Conservative",2000,"Religious","Other"
"33656","None","Extrmly Conservative",2000,"Non_religious","Other"
"33657","Protestant","Slightly Conservative",2000,"Religious","Other"
"33658","Protestant","Conservative",2000,"Religious","Other"
"33659","Catholic","Slightly Conservative",2000,"Religious","Other"
"33660","None","Extremely Liberal",2000,"Non_religious","Liberal"
"33661","Christian","Slightly Conservative",2000,"Religious","Other"
"33662","Catholic","Liberal",2000,"Religious","Liberal"
"33663","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33664","Protestant","Extrmly Conservative",2000,"Religious","Other"
"33665","Protestant","Conservative",2000,"Religious","Other"
"33666","Protestant","Moderate",2000,"Religious","Other"
"33667","Protestant","Slightly Conservative",2000,"Religious","Other"
"33668","Protestant","Conservative",2000,"Religious","Other"
"33669","Protestant","Extrmly Conservative",2000,"Religious","Other"
"33670","None","Extrmly Conservative",2000,"Non_religious","Other"
"33671","Protestant","Slightly Conservative",2000,"Religious","Other"
"33672","Protestant","Moderate",2000,"Religious","Other"
"33673","Protestant","Liberal",2000,"Religious","Liberal"
"33674","Protestant","Moderate",2000,"Religious","Other"
"33675","None","Extremely Liberal",2000,"Non_religious","Liberal"
"33676","Protestant","Liberal",2000,"Religious","Liberal"
"33677","Protestant","Moderate",2000,"Religious","Other"
"33678","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33679","Protestant","Liberal",2000,"Religious","Liberal"
"33680","Protestant","Moderate",2000,"Religious","Other"
"33681","Protestant","Moderate",2000,"Religious","Other"
"33682","Catholic","Moderate",2000,"Religious","Other"
"33683","Protestant","Slightly Conservative",2000,"Religious","Other"
"33684","Protestant","Moderate",2000,"Religious","Other"
"33685","Protestant","Extremely Liberal",2000,"Religious","Liberal"
"33686","Protestant","Moderate",2000,"Religious","Other"
"33687","Protestant","Moderate",2000,"Religious","Other"
"33688","Protestant","Conservative",2000,"Religious","Other"
"33689","Protestant","Moderate",2000,"Religious","Other"
"33690","Protestant","Extrmly Conservative",2000,"Religious","Other"
"33691","Protestant","Conservative",2000,"Religious","Other"
"33692","Protestant","Slightly Conservative",2000,"Religious","Other"
"33693","Protestant","Moderate",2000,"Religious","Other"
"33694","Catholic","Moderate",2000,"Religious","Other"
"33695","Protestant","Moderate",2000,"Religious","Other"
"33696","None","Moderate",2000,"Non_religious","Other"
"33697","Catholic","Slightly Conservative",2000,"Religious","Other"
"33698","Protestant","Slightly Conservative",2000,"Religious","Other"
"33699","Protestant","Moderate",2000,"Religious","Other"
"33700","Catholic","Conservative",2000,"Religious","Other"
"33701","Protestant","Slightly Conservative",2000,"Religious","Other"
"33702","Protestant","Slightly Conservative",2000,"Religious","Other"
"33703","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33704","Protestant","Moderate",2000,"Religious","Other"
"33705","Protestant","Moderate",2000,"Religious","Other"
"33706","Protestant","Moderate",2000,"Religious","Other"
"33707","Protestant","Slightly Conservative",2000,"Religious","Other"
"33708","Protestant","Moderate",2000,"Religious","Other"
"33709","Catholic","Conservative",2000,"Religious","Other"
"33710","Protestant","Moderate",2000,"Religious","Other"
"33711","Catholic","Liberal",2000,"Religious","Liberal"
"33712","Protestant","Slightly Conservative",2000,"Religious","Other"
"33713","Inter-Nondenominational","Moderate",2000,"Religious","Other"
"33714","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33715","None","Slightly Liberal",2000,"Non_religious","Liberal"
"33716","Protestant","Moderate",2000,"Religious","Other"
"33717","Protestant","Slightly Conservative",2000,"Religious","Other"
"33718","Protestant","Moderate",2000,"Religious","Other"
"33719","Protestant","Slightly Conservative",2000,"Religious","Other"
"33720","Protestant","Moderate",2000,"Religious","Other"
"33721","Protestant","Moderate",2000,"Religious","Other"
"33722","Protestant","Slightly Conservative",2000,"Religious","Other"
"33723","Protestant","Moderate",2000,"Religious","Other"
"33724","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33725","None","Conservative",2000,"Non_religious","Other"
"33726","Protestant","Moderate",2000,"Religious","Other"
"33727","None","Liberal",2000,"Non_religious","Liberal"
"33728","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33729","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33730","None","Liberal",2000,"Non_religious","Liberal"
"33731","Catholic","Moderate",2000,"Religious","Other"
"33732","Protestant","Liberal",2000,"Religious","Liberal"
"33733","Catholic","Moderate",2000,"Religious","Other"
"33734","None","Moderate",2000,"Non_religious","Other"
"33735","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33736","Catholic","Moderate",2000,"Religious","Other"
"33737","Protestant","Extremely Liberal",2000,"Religious","Liberal"
"33738","Protestant","Liberal",2000,"Religious","Liberal"
"33739","Catholic","Slightly Conservative",2000,"Religious","Other"
"33740","None","Moderate",2000,"Non_religious","Other"
"33741","Catholic","Conservative",2000,"Religious","Other"
"33742","Protestant","Slightly Conservative",2000,"Religious","Other"
"33743","Catholic","Moderate",2000,"Religious","Other"
"33744","Catholic","Slightly Conservative",2000,"Religious","Other"
"33745","Protestant","Moderate",2000,"Religious","Other"
"33746","Protestant","Moderate",2000,"Religious","Other"
"33747","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33748","Catholic","Moderate",2000,"Religious","Other"
"33749","Catholic","Liberal",2000,"Religious","Liberal"
"33750","None","Liberal",2000,"Non_religious","Liberal"
"33751","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33752","None","Extremely Liberal",2000,"Non_religious","Liberal"
"33753","Protestant","Moderate",2000,"Religious","Other"
"33754","Catholic","Moderate",2000,"Religious","Other"
"33755","None","Moderate",2000,"Non_religious","Other"
"33756","Catholic","Extremely Liberal",2000,"Religious","Liberal"
"33757","Catholic","Slightly Conservative",2000,"Religious","Other"
"33758","Catholic","Moderate",2000,"Religious","Other"
"33759","Catholic","Slightly Conservative",2000,"Religious","Other"
"33760","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33761","Catholic","Liberal",2000,"Religious","Liberal"
"33762","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33763","Catholic","Moderate",2000,"Religious","Other"
"33764","Protestant","Moderate",2000,"Religious","Other"
"33765","Catholic","Slightly Conservative",2000,"Religious","Other"
"33766","Catholic","Conservative",2000,"Religious","Other"
"33767","Protestant","Slightly Conservative",2000,"Religious","Other"
"33768","Catholic","Conservative",2000,"Religious","Other"
"33769","Catholic","Slightly Conservative",2000,"Religious","Other"
"33770","Protestant","Liberal",2000,"Religious","Liberal"
"33771","None","Slightly Liberal",2000,"Non_religious","Liberal"
"33772","Protestant","Moderate",2000,"Religious","Other"
"33773","Protestant","Moderate",2000,"Religious","Other"
"33774","None","Liberal",2000,"Non_religious","Liberal"
"33775","None","Moderate",2000,"Non_religious","Other"
"33776","None","Slightly Conservative",2000,"Non_religious","Other"
"33777","Protestant","Conservative",2000,"Religious","Other"
"33778","Protestant","Moderate",2000,"Religious","Other"
"33779","None","Moderate",2000,"Non_religious","Other"
"33780","Protestant","Moderate",2000,"Religious","Other"
"33781","Protestant","Conservative",2000,"Religious","Other"
"33782","Protestant","Conservative",2000,"Religious","Other"
"33783","Protestant","Moderate",2000,"Religious","Other"
"33784","Protestant","Extrmly Conservative",2000,"Religious","Other"
"33785","Protestant","Slightly Conservative",2000,"Religious","Other"
"33786","Protestant","Extrmly Conservative",2000,"Religious","Other"
"33787","Protestant","Moderate",2000,"Religious","Other"
"33788","Protestant","Liberal",2000,"Religious","Liberal"
"33789","Protestant","Moderate",2000,"Religious","Other"
"33790","Protestant","Conservative",2000,"Religious","Other"
"33791","Protestant","Moderate",2000,"Religious","Other"
"33792","Protestant","Conservative",2000,"Religious","Other"
"33793","Protestant","Conservative",2000,"Religious","Other"
"33794","Protestant","Moderate",2000,"Religious","Other"
"33795","Other","Moderate",2000,"Religious","Other"
"33796","Catholic","Moderate",2000,"Religious","Other"
"33797","Protestant","Liberal",2000,"Religious","Liberal"
"33798","Protestant","Moderate",2000,"Religious","Other"
"33799","Catholic","Slightly Conservative",2000,"Religious","Other"
"33800","Jewish","Conservative",2000,"Religious","Other"
"33801","None","Moderate",2000,"Non_religious","Other"
"33802","Protestant","Moderate",2000,"Religious","Other"
"33803","Protestant","Moderate",2000,"Religious","Other"
"33804","Protestant","Moderate",2000,"Religious","Other"
"33805","Protestant","Slightly Conservative",2000,"Religious","Other"
"33806","Protestant","Liberal",2000,"Religious","Liberal"
"33807","None","Moderate",2000,"Non_religious","Other"
"33808","Protestant","Extrmly Conservative",2000,"Religious","Other"
"33809","Protestant","Slightly Conservative",2000,"Religious","Other"
"33810","Other","Moderate",2000,"Religious","Other"
"33811","Protestant","Conservative",2000,"Religious","Other"
"33812","Catholic","Moderate",2000,"Religious","Other"
"33813","Protestant","Moderate",2000,"Religious","Other"
"33814","Protestant","Slightly Conservative",2000,"Religious","Other"
"33815","None","Liberal",2000,"Non_religious","Liberal"
"33816","Jewish","Moderate",2000,"Religious","Other"
"33817","Protestant","Moderate",2000,"Religious","Other"
"33818","Protestant","Extrmly Conservative",2000,"Religious","Other"
"33819","Jewish","Liberal",2000,"Religious","Liberal"
"33820","Catholic","Conservative",2000,"Religious","Other"
"33821","Protestant","Conservative",2000,"Religious","Other"
"33822","Jewish","Slightly Liberal",2000,"Religious","Liberal"
"33823","Protestant","Slightly Conservative",2000,"Religious","Other"
"33824","Protestant","Conservative",2000,"Religious","Other"
"33825","Protestant","Conservative",2000,"Religious","Other"
"33826","Protestant","Moderate",2000,"Religious","Other"
"33827","Protestant","Moderate",2000,"Religious","Other"
"33828","Protestant","Moderate",2000,"Religious","Other"
"33829","Protestant","Slightly Conservative",2000,"Religious","Other"
"33830","Protestant","Moderate",2000,"Religious","Other"
"33831","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33832","Catholic","Moderate",2000,"Religious","Other"
"33833","Jewish","Slightly Liberal",2000,"Religious","Liberal"
"33834","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33835","Catholic","Extrmly Conservative",2000,"Religious","Other"
"33836","Buddhism","Slightly Conservative",2000,"Religious","Other"
"33837","Catholic","Liberal",2000,"Religious","Liberal"
"33838","Protestant","Moderate",2000,"Religious","Other"
"33839","Protestant","Moderate",2000,"Religious","Other"
"33840","Protestant","Conservative",2000,"Religious","Other"
"33841","Protestant","Moderate",2000,"Religious","Other"
"33842","Protestant","Conservative",2000,"Religious","Other"
"33843","Protestant","Conservative",2000,"Religious","Other"
"33844","Protestant","Slightly Conservative",2000,"Religious","Other"
"33845","Catholic","Conservative",2000,"Religious","Other"
"33846","Catholic","Moderate",2000,"Religious","Other"
"33847","Protestant","Moderate",2000,"Religious","Other"
"33848","Protestant","Liberal",2000,"Religious","Liberal"
"33849","Protestant","Slightly Conservative",2000,"Religious","Other"
"33850","Protestant","Conservative",2000,"Religious","Other"
"33851","Protestant","Liberal",2000,"Religious","Liberal"
"33852","Protestant","Moderate",2000,"Religious","Other"
"33853","None","Liberal",2000,"Non_religious","Liberal"
"33854","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33855","Protestant","Moderate",2000,"Religious","Other"
"33856","Inter-Nondenominational","Moderate",2000,"Religious","Other"
"33857","None","Liberal",2000,"Non_religious","Liberal"
"33858","Protestant","Moderate",2000,"Religious","Other"
"33859","Protestant","Moderate",2000,"Religious","Other"
"33860","Protestant","Slightly Conservative",2000,"Religious","Other"
"33861","Protestant","Liberal",2000,"Religious","Liberal"
"33862","Protestant","Liberal",2000,"Religious","Liberal"
"33863","Protestant","Slightly Conservative",2000,"Religious","Other"
"33864","Protestant","Conservative",2000,"Religious","Other"
"33865","None","Liberal",2000,"Non_religious","Liberal"
"33866","Catholic","Liberal",2000,"Religious","Liberal"
"33867","Protestant","Moderate",2000,"Religious","Other"
"33868","Christian","Liberal",2000,"Religious","Liberal"
"33869","Christian","Slightly Conservative",2000,"Religious","Other"
"33870","Protestant","Extrmly Conservative",2000,"Religious","Other"
"33871","None","Moderate",2000,"Non_religious","Other"
"33872","Protestant","Extremely Liberal",2000,"Religious","Liberal"
"33873","Protestant","Conservative",2000,"Religious","Other"
"33874","Protestant","Slightly Conservative",2000,"Religious","Other"
"33875","None","Slightly Conservative",2000,"Non_religious","Other"
"33876","Catholic","Conservative",2000,"Religious","Other"
"33877","Catholic","Slightly Conservative",2000,"Religious","Other"
"33878","Jewish","Extrmly Conservative",2000,"Religious","Other"
"33879","Moslem/Islam","Moderate",2000,"Religious","Other"
"33880","Jewish","Moderate",2000,"Religious","Other"
"33881","Protestant","Slightly Conservative",2000,"Religious","Other"
"33882","Jewish","Extrmly Conservative",2000,"Religious","Other"
"33883","Catholic","Moderate",2000,"Religious","Other"
"33884","Catholic","Conservative",2000,"Religious","Other"
"33885","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33886","Christian","Slightly Conservative",2000,"Religious","Other"
"33887","Catholic","Slightly Conservative",2000,"Religious","Other"
"33888","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33889","Protestant","Liberal",2000,"Religious","Liberal"
"33890","Catholic","Extremely Liberal",2000,"Religious","Liberal"
"33891","Protestant","Slightly Conservative",2000,"Religious","Other"
"33892","None","Liberal",2000,"Non_religious","Liberal"
"33893","Catholic","Liberal",2000,"Religious","Liberal"
"33894","Other","Moderate",2000,"Religious","Other"
"33895","None","Conservative",2000,"Non_religious","Other"
"33896","None","Moderate",2000,"Non_religious","Other"
"33897","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33898","Protestant","Conservative",2000,"Religious","Other"
"33899","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33900","Protestant","Conservative",2000,"Religious","Other"
"33901","Protestant","Conservative",2000,"Religious","Other"
"33902","None","Moderate",2000,"Non_religious","Other"
"33903","None","Moderate",2000,"Non_religious","Other"
"33904","Protestant","Moderate",2000,"Religious","Other"
"33905","Protestant","Extrmly Conservative",2000,"Religious","Other"
"33906","Protestant","Conservative",2000,"Religious","Other"
"33907","Inter-Nondenominational","Moderate",2000,"Religious","Other"
"33908","Protestant","Moderate",2000,"Religious","Other"
"33909","Protestant","Conservative",2000,"Religious","Other"
"33910","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33911","Protestant","Liberal",2000,"Religious","Liberal"
"33912","Protestant","Moderate",2000,"Religious","Other"
"33913","Protestant","Conservative",2000,"Religious","Other"
"33914","None","Moderate",2000,"Non_religious","Other"
"33915","None","Slightly Conservative",2000,"Non_religious","Other"
"33916","Jewish","Extremely Liberal",2000,"Religious","Liberal"
"33917","Protestant","Slightly Conservative",2000,"Religious","Other"
"33918","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33919","Jewish","Liberal",2000,"Religious","Liberal"
"33920","Jewish","Slightly Conservative",2000,"Religious","Other"
"33921","Inter-Nondenominational","Moderate",2000,"Religious","Other"
"33922","Catholic","Moderate",2000,"Religious","Other"
"33923","Protestant","Moderate",2000,"Religious","Other"
"33924","Protestant","Moderate",2000,"Religious","Other"
"33925","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33926","Protestant","Conservative",2000,"Religious","Other"
"33927","Protestant","Moderate",2000,"Religious","Other"
"33928","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33929","Catholic","Liberal",2000,"Religious","Liberal"
"33930","Catholic","Liberal",2000,"Religious","Liberal"
"33931","Catholic","Slightly Conservative",2000,"Religious","Other"
"33932","Catholic","Conservative",2000,"Religious","Other"
"33933","Catholic","Slightly Conservative",2000,"Religious","Other"
"33934","None","Moderate",2000,"Non_religious","Other"
"33935","Catholic","Conservative",2000,"Religious","Other"
"33936","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33937","Moslem/Islam","Liberal",2000,"Religious","Liberal"
"33938","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33939","Protestant","Moderate",2000,"Religious","Other"
"33940","Christian","Moderate",2000,"Religious","Other"
"33941","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33942","Protestant","Extremely Liberal",2000,"Religious","Liberal"
"33943","Protestant","Moderate",2000,"Religious","Other"
"33944","Protestant","Slightly Conservative",2000,"Religious","Other"
"33945","Buddhism","Moderate",2000,"Religious","Other"
"33946","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33947","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33948","Protestant","Moderate",2000,"Religious","Other"
"33949","None","Moderate",2000,"Non_religious","Other"
"33950","None","Moderate",2000,"Non_religious","Other"
"33951","None","Liberal",2000,"Non_religious","Liberal"
"33952","None","Conservative",2000,"Non_religious","Other"
"33953","Catholic","Slightly Conservative",2000,"Religious","Other"
"33954","Jewish","Moderate",2000,"Religious","Other"
"33955","Catholic","Moderate",2000,"Religious","Other"
"33956","Catholic","Moderate",2000,"Religious","Other"
"33957","Catholic","Liberal",2000,"Religious","Liberal"
"33958","Jewish","Moderate",2000,"Religious","Other"
"33959","None","Moderate",2000,"Non_religious","Other"
"33960","None","Liberal",2000,"Non_religious","Liberal"
"33961","Protestant","Moderate",2000,"Religious","Other"
"33962","Protestant","Liberal",2000,"Religious","Liberal"
"33963","Protestant","Moderate",2000,"Religious","Other"
"33964","Protestant","Slightly Conservative",2000,"Religious","Other"
"33965","Catholic","Extremely Liberal",2000,"Religious","Liberal"
"33966","Catholic","Moderate",2000,"Religious","Other"
"33967","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33968","Protestant","Conservative",2000,"Religious","Other"
"33969","Protestant","Moderate",2000,"Religious","Other"
"33970","Catholic","Conservative",2000,"Religious","Other"
"33971","Catholic","Liberal",2000,"Religious","Liberal"
"33972","Protestant","Moderate",2000,"Religious","Other"
"33973","None","Moderate",2000,"Non_religious","Other"
"33974","Protestant","Conservative",2000,"Religious","Other"
"33975","Protestant","Conservative",2000,"Religious","Other"
"33976","None","Liberal",2000,"Non_religious","Liberal"
"33977","Catholic","Slightly Liberal",2000,"Religious","Liberal"
"33978","Catholic","Conservative",2000,"Religious","Other"
"33979","Catholic","Slightly Conservative",2000,"Religious","Other"
"33980","Protestant","Conservative",2000,"Religious","Other"
"33981","Protestant","Moderate",2000,"Religious","Other"
"33982","Protestant","Conservative",2000,"Religious","Other"
"33983","Protestant","Extremely Liberal",2000,"Religious","Liberal"
"33984","Protestant","Moderate",2000,"Religious","Other"
"33985","None","Extremely Liberal",2000,"Non_religious","Liberal"
"33986","Protestant","Moderate",2000,"Religious","Other"
"33987","Protestant","Moderate",2000,"Religious","Other"
"33988","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33989","Protestant","Moderate",2000,"Religious","Other"
"33990","Protestant","Slightly Conservative",2000,"Religious","Other"
"33991","None","Slightly Conservative",2000,"Non_religious","Other"
"33992","Protestant","Moderate",2000,"Religious","Other"
"33993","Protestant","Moderate",2000,"Religious","Other"
"33994","Protestant","Conservative",2000,"Religious","Other"
"33995","Protestant","Extremely Liberal",2000,"Religious","Liberal"
"33996","Protestant","Conservative",2000,"Religious","Other"
"33997","Protestant","Conservative",2000,"Religious","Other"
"33998","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"33999","Protestant","Moderate",2000,"Religious","Other"
"34000","Protestant","Moderate",2000,"Religious","Other"
"34001","Protestant","Liberal",2000,"Religious","Liberal"
"34002","None","Moderate",2000,"Non_religious","Other"
"34003","Buddhism","Moderate",2000,"Religious","Other"
"34004","Protestant","Slightly Conservative",2000,"Religious","Other"
"34005","Buddhism","Slightly Liberal",2000,"Religious","Liberal"
"34006","None","Moderate",2000,"Non_religious","Other"
"34007","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"34008","Catholic","Slightly Conservative",2000,"Religious","Other"
"34009","Catholic","Liberal",2000,"Religious","Liberal"
"34010","Other","Moderate",2000,"Religious","Other"
"34011","Buddhism","Slightly Liberal",2000,"Religious","Liberal"
"34012","Protestant","Slightly Liberal",2000,"Religious","Liberal"
"34013","None","Liberal",2000,"Non_religious","Liberal"
"34014","None","Slightly Liberal",2000,"Non_religious","Liberal"
"34015","Inter-Nondenominational","Moderate",2000,"Religious","Other"
"34016","None","Moderate",2000,"Non_religious","Other"
"34017","Protestant","Moderate",2000,"Religious","Other"
"34018","None","Extremely Liberal",2000,"Non_religious","Liberal"
"34019","Catholic","Moderate",2000,"Religious","Other"
"34020","Catholic","Moderate",2000,"Religious","Other"
"34021","None","Liberal",2000,"Non_religious","Liberal"
"34022","Protestant","Slightly Conservative",2000,"Religious","Other"
"34023","Catholic","Moderate",2000,"Religious","Other"
"34024","None","Conservative",2000,"Non_religious","Other"
"34025","Protestant","Moderate",2000,"Religious","Other"
"34026","Jewish","Slightly Liberal",2000,"Religious","Liberal"
"34027","Jewish","Extrmly Conservative",2000,"Religious","Other"
"34028","Catholic","Slightly Conservative",2000,"Religious","Other"
"34029","Protestant","Liberal",2000,"Religious","Liberal"
"34030","Protestant","Moderate",2000,"Religious","Other"
"34031","Protestant","Extremely Liberal",2000,"Religious","Liberal"
"34032","Catholic","Slightly Conservative",2000,"Religious","Other"
"34033","Protestant","Extrmly Conservative",2000,"Religious","Other"
"34034","Catholic","Extrmly Conservative",2000,"Religious","Other"
"34035","Catholic","Slightly Conservative",2000,"Religious","Other"
"34036","Protestant","Conservative",2000,"Religious","Other"
"34037","Protestant","Conservative",2000,"Religious","Other"
"34038","Protestant","Moderate",2000,"Religious","Other"
"34039","Catholic","Moderate",2000,"Religious","Other"
"34040","Protestant","Moderate",2000,"Religious","Other"
"34041","None","Moderate",2000,"Non_religious","Other"
"34042","Protestant","Conservative",2000,"Religious","Other"
"34043","Protestant","Moderate",2000,"Religious","Other"
"34044","Protestant","Moderate",2000,"Religious","Other"
"34045","Protestant","Conservative",2000,"Religious","Other"
"34046","Moslem/Islam","Liberal",2000,"Religious","Liberal"
"34047","Other","Slightly Conservative",2000,"Religious","Other"
"34048","Protestant","Moderate",2000,"Religious","Other"
"34049","Jewish","Moderate",2000,"Religious","Other"
"34050","Catholic","Moderate",2000,"Religious","Other"
"34051","Catholic","Moderate",2000,"Religious","Other"
"34052","None","Liberal",2000,"Non_religious","Liberal"
"34053","Catholic","Conservative",2000,"Religious","Other"
"34054","Protestant","Slightly Conservative",2000,"Religious","Other"
